"","X","Name","JobID","YearofBirth","AttritionStatus","DistanceFromHome","JobLevel","WorkLifeBalance","PercentSalaryHike","HourlyRate","YearsWithCurrManager","MonthlyRate","JobSatisfaction","Over18","EnvironmentSatisfaction","YearsSinceLastPromotion","JobRole","EducationLevel","YearsAtCompany","Gender","Travel_For_Business","EducationField","MaritalStatus","PerformanceRating","MonthlyIncome","StandardHours","Age","TotalWorkingYears","EmployeeNumber","LastYearTrainingTime","RelationshipSatisfaction","EmployeeCount","OverTime","Department","YearsInCurrentRole","JobInvolvement","StockOptionLevel","NumCompaniesWorked","DailyRate"
"602",602,"Kim, Pauline Cathrina",1602,1979,"No",2,5,3,14,79,12,13022,"Satisfied","Y",3,1,"Manager",4,20,"Female","Travel_Rarely","Life Sciences","Married","High",18041,80,40,21,553,2,4,1,"No","Sales",15,3,0,0,1398
"603",603,"Turner, Devon",1603,1990,"No",NA,2,2,15,79,2,17689,"Very Satisfied","Y",2,1,"Manufacturing Director",1,10,"Male","Travel_Rarely","Medical","Married","High",5056,80,29,10,1148,2,3,1,"Yes","Research & Development",7,2,1,1,718
"604",604,"Toto, Lacy",1604,1999,"Yes",6,1,3,18,66,0,19783,"Very Satisfied","Y",4,1,"Laboratory Technician",3,1,"Female","Travel_Frequently","Life Sciences","Single","High",2926,80,20,1,144,5,2,1,"Yes","Research & Development",0,2,0,1,871
"605",605,"el-Momin, Mastoor",1605,1967,"No",3,4,4,11,31,16,10084,"Disatisfied","Y",3,1,"Manager",4,34,"Male","Travel_Rarely","Marketing","Married","High",16856,80,52,34,780,3,1,1,"No","Sales",6,2,0,1,621
"606",606,"Mulvin, Haleigh",1606,1989,"No",1,2,3,23,58,7,10781,"Very Satisfied","Y",3,3,"Laboratory Technician",2,12,"Female","Travel_Frequently","Medical","Single","Very High",4011,80,30,12,52,2,4,1,"No","Research & Development",8,3,0,1,721
"607",607,"Mcroberts, Shantaya",1607,1989,"No",17,3,3,23,95,8,25927,"Disatisfied","Y",2,0,"Manager",4,9,"Female","Travel_Rarely","Medical","Married","Very High",11916,80,30,9,1328,2,4,1,"Yes","Research & Development",1,3,2,1,634
"608",608,"King, Shiema",1608,1985,"Yes",24,2,4,23,40,10,7815,"OK","Y",1,10,"Sales Executive",4,15,"Female","Travel_Rarely","Medical","Single","Very High",4599,80,34,16,1486,2,3,1,"Yes","Sales",9,2,0,0,790
"609",609,"Liang, Curtis",1609,1973,"No",2,4,1,13,51,1,2288,"Satisfied","Y",1,0,"Research Director",3,3,"Male","Travel_Rarely","Life Sciences","Married","High",17861,80,46,26,581,2,3,1,"No","Research & Development",2,3,0,6,1009
"610",610,"al-Jalil, Nadeem",1610,1998,"No",5,1,3,18,97,2,26009,"Very Satisfied","Y",3,2,"Research Scientist",1,2,"Male","Travel_Rarely","Medical","Single","High",3117,80,21,3,1628,2,3,1,"No","Research & Development",2,3,0,1,546
"611",611,"al-Habeeb, Raihaan",1611,1985,"No",19,1,3,11,93,2,8758,"Very Satisfied","Y",2,1,"Laboratory Technician",2,2,"Male","Travel_Rarely","Medical","Divorced","High",2661,80,34,3,11,2,3,1,"No","Research & Development",2,3,1,0,1346
"612",612,"Alejo, John",1612,1982,"No",9,2,3,14,46,3,8800,"OK","Y",2,0,"Sales Executive",2,5,"Male","Travel_Rarely","Marketing","Married","High",4189,80,37,5,1794,2,1,1,"No","Sales",2,2,2,1,589
"613",613,"al-Qasim, Tawheeda",1613,1980,"No",1,1,3,14,96,2,15417,"Satisfied","Y",3,1,"Laboratory Technician",4,3,"Female","Travel_Rarely","Medical","Divorced","High",2232,80,39,7,327,1,3,1,"No","Research & Development",2,3,3,7,1431
"614",614,"Mccaden, Margaret",1614,1991,"No",3,3,2,17,93,7,8039,"OK","Y",4,1,"Manufacturing Director",3,9,"Female","Travel_Rarely","Medical","Divorced","High",7655,80,28,10,1128,3,2,1,"No","Research & Development",7,3,3,0,950
"615",615,"Moroze, Ryan",1615,1988,"Yes",16,3,3,13,70,0,19002,"Satisfied","Y",1,0,"Sales Executive",4,1,"Male","Travel_Rarely","Marketing","Married","High",8161,80,31,10,1758,2,1,1,"No","Sales",0,3,3,2,1079
"616",616,"Grainda, Humza",1616,1983,"No",3,2,3,20,79,4,26308,"Disatisfied","Y",4,0,"Healthcare Representative",2,5,"Male","Travel_Rarely","Life Sciences","Divorced","Very High",6842,80,36,13,1659,3,1,1,"No","Research & Development",4,4,1,6,1040
"617",617,"al-Javid, Hazeela",1617,1970,"No",3,2,3,25,43,2,23070,"Disatisfied","Y",3,1,"Laboratory Technician",2,3,"Female","Travel_Rarely","Medical","Married","Very High",4789,80,49,10,1502,3,1,1,"No","Research & Development",2,2,1,4,271
"618",618,"Haley, Natae",1618,1989,"No",2,1,3,16,78,7,26427,"Disatisfied","Y",4,0,"Research Scientist",4,9,"Female","Travel_Frequently","Technical Degree","Single","High",4968,80,30,10,1746,2,4,1,"No","Research & Development",7,2,0,0,1312
"619",619,"Carruthers, Keifer",1619,1986,"Yes",25,1,3,20,55,2,2993,"OK","Y",1,2,"Research Scientist",3,2,"Male","Travel_Rarely","Medical","Single","Very High",2313,80,33,5,1116,NA,2,1,"Yes","Research & Development",2,2,0,4,1017
"620",620,"Teuton, Kyle",1620,1973,"No",1,3,3,16,97,3,12368,"Disatisfied","Y",4,0,"Healthcare Representative",4,4,"Male","Travel_Rarely","Medical","Divorced","High",9396,80,46,17,286,3,3,1,"No","Research & Development",2,3,1,7,644
"621",621,"al-Ghaffari, Saami",1621,1991,"Yes",2,1,2,13,84,2,24737,"Very Satisfied","Y",1,2,"Research Scientist",4,3,"Male","Travel_Rarely","Medical","Married","High",3464,80,28,5,443,4,4,1,"Yes","Research & Development",2,1,0,5,1157
"622",622,"Lucero, Rebecca",1622,1993,"No",6,1,3,13,71,2,17759,"Very Satisfied","Y",3,0,"Laboratory Technician",3,3,"Female","Travel_Rarely","Life Sciences","Married","High",2659,80,26,3,684,2,3,1,"Yes","Research & Development",2,3,1,1,991
"623",623,"Fierro, Elias",1623,1981,"Yes",2,2,3,11,81,4,7653,"OK","Y",3,1,"Manufacturing Director",3,5,"Male","Travel_Rarely","Medical","Married","High",4855,80,38,7,1567,2,1,1,"No","Research & Development",2,3,2,4,903
"624",624,"Horvath, David",1624,1988,"No",20,2,3,11,89,2,18624,"Satisfied","Y",2,0,"Laboratory Technician",3,10,"Male","Travel_Rarely","Life Sciences","Divorced","High",4197,80,31,10,1875,2,1,1,"No","Research & Development",8,3,1,1,311
"625",625,"Doyle, Desean",1625,1984,"No",2,2,3,14,90,7,24442,"Very Satisfied","Y",2,1,"Manufacturing Director",2,7,"Male","Non-Travel","Medical","Divorced","High",5762,80,35,15,1796,6,3,1,"No","Research & Development",7,3,1,2,1180
"626",626,"Miotke, Conlan",1626,1969,"No",1,1,2,15,86,2,3425,"Satisfied","Y",3,0,"Laboratory Technician",3,3,"Male","Travel_Rarely","Medical","Married","High",3690,80,50,5,248,2,4,1,"No","Research & Development",2,2,1,2,328
"627",627,"Aguirre-Tarin, Kevin",1627,1982,"No",1,2,2,14,31,3,7677,"Very Satisfied","Y",3,1,"Sales Executive",4,6,"Male","Travel_Frequently","Medical","Divorced","High",9525,80,37,6,1706,2,3,1,"No","Sales",3,1,2,1,1278
"628",628,"Szaraz, Eun",1628,1993,"No",1,1,3,14,71,0,5288,"Very Satisfied","Y",1,2,"Laboratory Technician",2,2,"Female","Travel_Frequently","Life Sciences","Divorced","High",4364,80,26,5,789,2,1,1,"No","Research & Development",2,1,1,3,575
"629",629,"Wilson, Ashleigh",1629,1981,"No",8,2,3,16,58,7,18115,"OK","Y",4,0,"Research Scientist",3,20,"Female","Travel_Frequently","Medical","Divorced","High",2133,80,38,20,1929,3,3,1,"Yes","Research & Development",11,2,1,1,1394
"630",630,"Song, Jennifer",1630,1987,"No",2,2,2,16,74,7,10557,"Very Satisfied","Y",1,0,"Research Scientist",4,7,"Female","Travel_Rarely","Medical","Single","High",5055,80,32,10,438,NA,3,1,"No","Research & Development",7,4,0,7,1018
"631",631,"Nguyen, Bo",1631,1990,"No",10,1,3,11,99,0,2755,"Satisfied","Y",3,0,"Sales Representative",3,1,"Male","Travel_Rarely","Life Sciences","Single","High",2642,80,29,1,745,6,3,1,"No","Sales",0,3,0,1,1396
"632",632,"Gomez, Rene",1632,1998,"No",15,1,3,14,96,0,19281,"Very Satisfied","Y",3,0,"Research Scientist",2,0,"Male","Travel_Rarely","Life Sciences","Single","High",1232,80,21,0,27,6,4,1,"No","Research & Development",0,3,0,1,391
"633",633,"al-Dawood, Ya'eesh",1633,1976,"No",9,1,2,13,52,2,24978,"Satisfied","Y",1,1,"Research Scientist",3,3,"Male","Non-Travel","Life Sciences","Single","High",2438,80,43,7,1807,2,3,1,"No","Research & Development",2,3,0,4,343
"634",634,"al-Shaker, Fawzaana",1634,1992,"No",2,2,3,18,47,2,4658,"Very Satisfied","Y",1,2,"Manufacturing Director",4,3,"Female","Travel_Rarely","Life Sciences","Married","High",4227,80,27,4,1022,2,2,1,"No","Research & Development",2,3,1,0,1055
"635",635,"Bodnar, Cade",1635,1964,"No",1,5,3,14,81,13,18938,"Disatisfied","Y",4,4,"Manager",3,36,"Male","Travel_Rarely","Medical","Single","High",19045,80,55,37,369,2,3,1,"Yes","Research & Development",10,3,0,0,452
"636",636,"Nguyen, Byungchan",1636,1984,"Yes",15,2,2,14,59,2,22098,"Very Satisfied","Y",1,2,"Sales Executive",2,2,"Male","Travel_Rarely","Medical","Divorced","High",5440,80,35,7,1642,2,4,1,"Yes","Sales",2,1,2,6,763
"637",637,"Drager, Cameron",1637,1988,"No",7,3,2,21,44,1,25291,"Very Satisfied","Y",3,0,"Manager",3,5,"Male","Travel_Rarely","Life Sciences","Divorced","Very High",11557,80,31,10,608,3,3,1,"No","Sales",4,2,1,9,688
"638",638,"Millar, Skylar",1638,1964,"No",2,4,3,13,97,2,23258,"Very Satisfied","Y",3,1,"Manager",3,5,"Female","Travel_Rarely","Life Sciences","Single","High",16659,80,55,30,504,2,3,1,"Yes","Research & Development",4,3,0,2,1311
"639",639,"Grossman, William",1639,1990,"No",1,2,4,12,70,2,23060,"Satisfied","Y",4,0,"Healthcare Representative",3,3,"Male","Travel_Frequently","Life Sciences","Single","High",6294,80,29,10,1761,5,4,1,"Yes","Research & Development",2,4,0,8,461
"640",640,"Vergara-Peralez, Robert",1640,1990,"No",2,1,3,23,76,4,4956,"OK","Y",3,0,"Research Scientist",3,5,"Male","Travel_Rarely","Life Sciences","Married","Very High",2703,80,29,6,95,3,4,1,"No","Research & Development",4,3,1,0,1328
"641",641,"Leung, Jared Christian",1641,1984,"Yes",10,3,3,17,55,0,21530,"Disatisfied","Y",4,6,"Sales Executive",3,13,"Male","Travel_Rarely","Medical","Married","High",10306,80,35,15,1636,3,3,1,"No","Sales",12,2,0,9,737
"642",642,"Moye, Maurica",1642,1988,"Yes",3,1,1,12,33,7,4156,"Satisfied","Y",4,7,"Research Scientist",3,7,"Female","Travel_Frequently","Life Sciences","Single","High",4084,80,31,7,1536,2,1,1,"No","Research & Development",2,3,0,1,561
"643",643,"Colby, Sean",1643,1986,"Yes",1,1,2,13,63,8,5207,"Very Satisfied","Y",4,7,"Research Scientist",4,10,"Male","Travel_Rarely","Other","Single","High",2686,80,33,10,775,2,3,1,"Yes","Research & Development",9,3,0,1,527
"644",644,"Brewer, Jonathan",1644,1992,"No",11,1,4,14,91,4,7679,"Disatisfied","Y",2,1,"Laboratory Technician",1,5,"Male","Travel_Rarely","Life Sciences","Married","High",2099,80,27,6,1428,3,2,1,"No","Research & Development",0,3,0,0,1377
"645",645,"el-Hasen, Kameela",1645,1987,"No",3,2,4,12,93,3,13554,"Disatisfied","Y",3,6,"Manufacturing Director",4,8,"Female","Travel_Rarely","Medical","Married","High",6725,80,32,8,973,2,3,1,"No","Research & Development",7,3,1,1,498
"646",646,"Riblett, Kaitlynn",1646,1964,"No",2,5,3,14,58,11,6992,"Satisfied","Y",4,9,"Manager",2,19,"Female","Travel_Rarely","Medical","Married","High",19187,80,55,23,1333,5,4,1,"No","Research & Development",9,1,1,4,282
"647",647,"Cooper, Solomon",1647,1991,"No",4,2,4,15,43,4,8863,"Satisfied","Y",2,0,"Sales Executive",3,5,"Male","Non-Travel","Medical","Married","High",4221,80,28,5,122,3,2,1,"No","Sales",4,3,0,1,120
"648",648,"Weiss, Courtney",1648,1995,"No",13,1,3,13,78,0,7103,"OK","Y",4,0,"Sales Representative",2,1,"Female","Non-Travel","Life Sciences","Married","High",2033,80,24,1,1494,2,3,1,"No","Sales",0,3,1,1,830
"649",649,"Vue, Lizzelle",1649,1979,"No",6,4,3,15,75,13,20364,"Satisfied","Y",2,5,"Manufacturing Director",3,20,"Female","Travel_Rarely","Life Sciences","Single","High",13237,80,40,22,607,3,3,1,"No","Research & Development",6,3,0,7,302
"650",650,"Quintana, Giovanni",1650,1984,"No",5,3,3,13,62,13,18264,"OK","Y",3,0,"Manufacturing Director",4,16,"Male","Travel_Rarely","Technical Degree","Single","High",8095,80,35,17,459,5,4,1,"No","Research & Development",6,3,0,0,1296
"651",651,"San, Bao-Tran",1651,1980,"No",2,3,3,25,64,8,6420,"Satisfied","Y",3,11,"Healthcare Representative",4,19,"Female","Travel_Frequently","Technical Degree","Single","Very High",10938,80,39,20,340,1,4,1,"No","Research & Development",6,3,0,0,505
"652",652,"al-Omar, Waatiq",1652,1992,"No",8,1,3,19,87,2,5869,"Satisfied","Y",1,1,"Laboratory Technician",5,3,"Male","Non-Travel","Life Sciences","Married","High",4621,80,27,3,1086,4,4,1,"No","Research & Development",2,1,3,1,1277
"653",653,"Araki, Airiana",1653,1988,"No",4,1,2,12,62,2,16031,"Satisfied","Y",1,2,"Laboratory Technician",3,2,"Female","Travel_Rarely","Medical","Divorced","High",3978,80,31,4,1913,NA,2,1,"No","Research & Development",2,4,1,8,471
"654",654,"Futch, Brooke",1654,1969,"No",1,5,2,19,73,7,9755,"OK","Y",1,0,"Research Director",3,8,"Female","Travel_Frequently","Life Sciences","Married","High",18172,80,50,28,134,1,1,1,"Yes","Research & Development",3,3,0,3,1115
"655",655,"Elzey, Larissa",1655,1984,"Yes",18,2,2,18,67,2,23288,"Satisfied","Y",4,3,"Sales Executive",4,4,"Female","Travel_Frequently","Marketing","Married","High",4614,80,35,5,1377,NA,3,1,"Yes","Sales",2,3,1,0,662
"656",656,"Morrison, Enrique",1656,1968,"No",2,2,3,18,84,2,16321,"OK","Y",4,1,"Manufacturing Director",3,4,"Male","Travel_Rarely","Medical","Divorced","High",5482,80,51,13,401,3,4,1,"No","Research & Development",1,1,1,5,1302
"657",657,"Zamora, Nigel",1657,1962,"No",1,2,3,11,88,2,2967,"Satisfied","Y",4,1,"Healthcare Representative",4,3,"Male","Travel_Rarely","Medical","Married","High",6755,80,57,15,481,2,3,1,"No","Research & Development",2,3,0,2,593
"658",658,"Strock, Olivia",1658,1995,"Yes",7,1,3,16,55,2,14168,"Satisfied","Y",1,1,"Laboratory Technician",3,6,"Female","Travel_Frequently","Life Sciences","Married","High",2886,80,24,6,642,4,4,1,"Yes","Research & Development",3,3,1,1,1287
"659",659,"Lujan, Clayton",1659,1984,"No",4,2,3,11,87,1,2690,"Satisfied","Y",3,1,"Research Scientist",4,9,"Male","Travel_Frequently","Life Sciences","Single","High",4249,80,35,9,1345,3,2,1,"Yes","Research & Development",6,3,0,1,482
"660",660,"al-Samara, Wisaam",1660,1977,"No",2,2,3,23,98,0,17078,"Very Satisfied","Y",1,0,"Healthcare Representative",4,1,"Male","Travel_Rarely","Other","Single","Very High",6781,80,42,14,471,6,2,1,"No","Research & Development",0,2,0,3,1332
"661",661,"Ostrom, Monica",1661,1970,"No",1,1,3,16,36,2,10554,"Disatisfied","Y",3,0,"Research Scientist",3,4,"Female","Travel_Rarely","Technical Degree","Married","High",3580,80,49,7,885,2,2,1,"No","Research & Development",2,3,1,2,1418
"662",662,"Devine, Stephen",1662,2001,"Yes",3,1,3,13,54,0,25233,"Satisfied","Y",3,0,"Laboratory Technician",3,0,"Male","Travel_Rarely","Life Sciences","Single","High",1420,80,18,0,413,2,3,1,"No","Research & Development",0,3,0,1,230
"663",663,"Culberson, Aalyah",1663,1987,"No",1,1,3,20,70,2,3974,"OK","Y",3,0,"Laboratory Technician",3,3,"Female","Non-Travel","Life Sciences","Married","Very High",2332,80,32,5,956,3,3,1,"No","Research & Development",0,2,0,6,1184
"664",664,"Bublitz, Trevor",1664,1986,"No",1,1,3,11,100,2,3339,"Disatisfied","Y",3,0,"Research Scientist",4,3,"Male","Travel_Rarely","Other","Single","High",2799,80,33,6,932,1,2,1,"Yes","Research & Development",2,2,0,3,1198
"665",665,"Glaspie, Dai Ja",1665,1981,"No",2,2,2,20,77,3,4244,"Very Satisfied","Y",2,0,"Sales Representative",4,4,"Female","Travel_Rarely","Marketing","Married","Very High",5405,80,38,20,1829,4,1,1,"Yes","Sales",2,1,2,2,723
"666",666,"Justus, Lindsay",1666,1986,"Yes",16,2,3,15,69,2,26507,"Disatisfied","Y",1,0,"Sales Executive",3,3,"Female","Travel_Rarely","Marketing","Single","High",5324,80,33,6,823,3,3,1,"No","Sales",2,3,0,5,118
"667",667,"Sparks-Webb, Willie",1667,1985,"No",10,2,2,14,92,7,15332,"Satisfied","Y",4,7,"Healthcare Representative",4,8,"Male","Travel_Frequently","Technical Degree","Married","High",5063,80,34,8,1593,3,2,1,"No","Research & Development",2,2,1,1,653
"668",668,"Houser, Ashish",1668,1992,"No",14,1,2,14,42,8,14377,"Disatisfied","Y",1,6,"Research Scientist",3,9,"Male","Travel_Rarely","Life Sciences","Married","High",2235,80,27,9,1237,3,4,1,"Yes","Research & Development",7,3,2,1,1103
"669",669,"Castaneda, Leilani",1669,1965,"No",7,2,2,15,68,7,15696,"Very Satisfied","Y",4,1,"Research Scientist",4,7,"Female","Travel_Rarely","Medical","Married","High",6854,80,54,14,1833,2,2,1,"No","Research & Development",1,3,1,4,431
"670",670,"Rayet, Krystel",1670,1984,"No",2,2,3,11,37,2,15986,"OK","Y",2,1,"Laboratory Technician",3,6,"Female","Travel_Frequently","Medical","Single","High",4425,80,35,10,272,5,4,1,"No","Research & Development",2,3,0,5,138
"671",671,"Wagler, Paula",1671,1978,"Yes",2,1,2,13,57,0,17725,"Very Satisfied","Y",2,1,"Laboratory Technician",4,7,"Female","Travel_Rarely","Life Sciences","Divorced","High",2778,80,41,10,922,1,3,1,"Yes","Research & Development",7,1,1,4,1085
"672",672,"Tarango, Crystal",1672,1961,"No",21,4,2,13,72,0,11761,"Very Satisfied","Y",4,0,"Manager",3,1,"Female","Travel_Rarely","Life Sciences","Married","High",17875,80,58,29,1931,2,3,1,"Yes","Sales",0,3,1,4,605
"673",673,"Covarrubias, Jordan",1673,1984,"No",25,2,3,14,54,2,14004,"Very Satisfied","Y",1,0,"Laboratory Technician",2,3,"Male","Travel_Rarely","Other","Single","High",3681,80,35,9,646,3,4,1,"No","Research & Development",2,2,0,4,538
"674",674,"al-Mady, Aqeel",1674,1990,"No",3,3,3,18,93,7,21526,"Satisfied","Y",2,0,"Research Director",4,10,"Male","Travel_Rarely","Medical","Married","High",11935,80,29,10,559,2,3,1,"No","Research & Development",2,2,0,1,986
"675",675,"Kim, Brian",1675,1974,"No",NA,2,3,15,52,5,24162,"Disatisfied","Y",1,4,"Sales Executive",3,10,"Male","Non-Travel","Marketing","Married","High",4385,80,45,10,1604,2,1,1,"No","Sales",7,2,1,1,336
"676",676,"Yee, Emmanuel",1676,1987,"No",10,1,2,13,56,3,17360,"Satisfied","Y",1,1,"Research Scientist",3,5,"Male","Travel_Frequently","Life Sciences","Married","High",3433,80,32,10,1725,3,1,1,"No","Research & Development",2,3,1,6,585
"677",677,"Taylor, J W",1677,1978,"No",14,1,3,12,56,8,4609,"Satisfied","Y",1,1,"Research Scientist",3,9,"Male","Travel_Rarely","Life Sciences","Divorced","High",2451,80,41,13,219,2,1,1,"No","Research & Development",8,3,1,4,465
"678",678,"Rivas, Johnnyjo",1678,1977,"No",24,3,2,21,56,8,6950,"Disatisfied","Y",4,5,"Manufacturing Director",3,10,"Male","Travel_Rarely","Medical","Married","Very High",7406,80,42,10,603,5,4,1,"Yes","Research & Development",9,3,1,1,319
"679",679,"el-Wali, Mahdhoodha",1679,1990,"No",10,2,3,14,39,7,11866,"OK","Y",4,1,"Sales Executive",1,7,"Female","Travel_Rarely","Marketing","Divorced","High",8268,80,29,7,457,2,1,1,"Yes","Sales",7,2,2,1,144
"680",680,"Chamblin, Quinten",1680,1961,"Yes",2,1,2,14,57,0,13384,"Very Satisfied","Y",4,0,"Laboratory Technician",1,1,"Male","Travel_Frequently","Life Sciences","Divorced","High",2380,80,58,3,926,3,4,1,"Yes","Research & Development",0,2,1,9,781
"681",681,"Gordon, Donald",1681,1978,"No",6,1,3,13,59,17,3119,"Disatisfied","Y",4,2,"Laboratory Technician",3,18,"Male","Travel_Rarely","Medical","Single","High",4721,80,41,20,963,3,3,1,"Yes","Research & Development",13,3,0,2,263
"682",682,"Threlkel, Douglas",1682,1991,"No",2,1,1,17,67,4,19911,"OK","Y",1,0,"Research Scientist",1,5,"Male","Travel_Rarely","Life Sciences","Married","High",3201,80,28,6,1128,2,1,1,"No","Research & Development",3,2,0,0,1451
"683",683,"Koenck, Joey",1683,1994,"No",5,2,3,12,85,5,18384,"Disatisfied","Y",2,1,"Healthcare Representative",2,6,"Male","Non-Travel","Life Sciences","Divorced","High",4000,80,25,6,364,2,4,1,"No","Research & Development",3,4,2,1,675
"684",684,"al-Nazir, Bassil",1684,1976,"No",2,2,3,17,73,8,6069,"Very Satisfied","Y",4,8,"Sales Executive",3,10,"Male","Travel_Rarely","Medical","Married","High",7847,80,43,10,1709,3,1,1,"Yes","Sales",9,3,1,1,1179
"685",685,"al-Koroma, Azeema",1685,1990,"No",9,1,3,17,43,2,25412,"Satisfied","Y",4,1,"Laboratory Technician",4,5,"Female","Travel_Rarely","Medical","Married","High",2974,80,29,9,1708,2,3,1,"No","Research & Development",3,3,1,9,1082
"686",686,"Garrison, Taylor",1686,1988,"No",6,2,4,22,66,7,6219,"Very Satisfied","Y",1,5,"Sales Executive",4,7,"Male","Travel_Rarely","Medical","Divorced","Very High",5460,80,31,13,651,4,4,1,"No","Sales",7,4,2,4,525
"687",687,"Agsam, Tony",1687,1974,"No",7,3,3,18,97,11,20308,"Disatisfied","Y",1,9,"Laboratory Technician",3,24,"Male","Travel_Frequently","Life Sciences","Divorced","High",5210,80,45,24,428,2,1,1,"No","Research & Development",9,3,1,1,1249
"688",688,"Lebeau, Steve",1688,1976,"No",12,4,3,11,59,9,4345,"OK","Y",1,3,"Research Director",3,25,"Male","Travel_Rarely","Life Sciences","Divorced","High",14336,80,43,25,523,3,3,1,"No","Research & Development",10,2,1,1,982
"689",689,"el-Farra, Raihaan",1689,1984,"No",18,2,4,14,80,2,24594,"Satisfied","Y",3,0,"Healthcare Representative",4,10,"Male","Travel_Frequently","Life Sciences","Married","High",5689,80,35,10,2043,2,4,1,"Yes","Research & Development",2,3,2,1,1199
"690",690,"Esquibel Vandegrift, Justin",1690,1978,"No",10,4,2,13,91,7,12888,"Disatisfied","Y",4,7,"Manager",3,7,"Male","Travel_Frequently","Life Sciences","Divorced","High",17181,80,41,21,198,2,2,1,"No","Research & Development",6,2,1,4,857
"691",691,"Martinez, Nathaniel",1691,1991,"No",1,1,3,15,43,2,10494,"Very Satisfied","Y",3,2,"Human Resources",2,3,"Male","Non-Travel","Life Sciences","Divorced","High",2706,80,28,3,1864,2,2,1,"No","Human Resources",2,3,1,1,280
"692",692,"Amaya Aldaco, Raissa",1692,1981,"No",2,3,4,19,54,2,14199,"Satisfied","Y",4,0,"Manufacturing Director",2,5,"Female","Travel_Rarely","Medical","Married","High",7756,80,38,10,1631,6,4,1,"Yes","Research & Development",4,2,1,3,397
"693",693,"el-Neman, Razeena",1693,1990,"No",15,2,3,12,49,8,12682,"Satisfied","Y",4,0,"Laboratory Technician",2,9,"Female","Travel_Rarely","Life Sciences","Single","High",4193,80,29,10,17,3,4,1,"Yes","Research & Development",5,2,0,0,153
"694",694,"Duran, Angel",1694,1985,"No",10,2,3,13,42,2,17000,"Very Satisfied","Y",3,7,"Manufacturing Director",4,9,"Male","Travel_Frequently","Life Sciences","Divorced","High",4724,80,34,9,1614,3,1,1,"No","Research & Development",7,4,1,1,426
"695",695,"Ha, Rikki",1695,1987,"Yes",5,1,3,14,47,3,15318,"Satisfied","Y",1,0,"Research Scientist",2,4,"Female","Travel_Frequently","Life Sciences","Single","High",2432,80,32,8,1934,2,1,1,"Yes","Research & Development",1,4,0,3,238
"696",696,"Brownell, Maurice",1696,1966,"No",6,2,3,17,86,2,10919,"Very Satisfied","Y",4,2,"Laboratory Technician",3,2,"Male","Travel_Rarely","Life Sciences","Single","High",2450,80,53,19,771,4,4,1,"No","Research & Development",2,3,0,2,346
"697",697,"Brisbane, Gregory",1697,1988,"No",1,2,3,12,90,4,4381,"Satisfied","Y",3,1,"Manufacturing Director",4,5,"Male","Non-Travel","Medical","Married","High",4345,80,31,6,310,2,4,1,"No","Research & Development",4,1,1,0,979
"698",698,"Ortega, Joseph",1698,1983,"No",14,2,2,17,68,11,4821,"Very Satisfied","Y",3,4,"Healthcare Representative",1,16,"Male","Travel_Rarely","Life Sciences","Married","High",6586,80,36,17,921,2,1,1,"Yes","Research & Development",8,3,1,0,1425
"699",699,"Mass, Colin",1699,1967,"No",1,5,3,14,65,9,5678,"Satisfied","Y",3,11,"Manager",4,33,"Male","Travel_Rarely","Life Sciences","Married","High",19999,80,52,34,267,5,1,1,"No","Research & Development",18,2,1,0,699
"700",700,"Abdullahi, Jor Dun",1700,1967,"No",11,2,3,20,82,4,21821,"Satisfied","Y",4,1,"Laboratory Technician",4,5,"Female","Travel_Rarely","Life Sciences","Married","Very High",3149,80,52,9,805,3,2,1,"No","Research & Development",2,3,1,8,1325
"701",701,"Shashidhar, Farieha",1701,1985,"No",NA,2,3,21,92,8,22128,"Satisfied","Y",2,4,"Sales Executive",2,10,"Male","Travel_Rarely","Technical Degree","Married","Very High",6799,80,34,10,1830,5,3,1,"No","Sales",8,4,2,1,810
"702",702,"Moreno-Chavez, Brenda",1702,1981,"No",2,1,3,22,42,3,23826,"OK","Y",4,3,"Laboratory Technician",3,4,"Female","Travel_Frequently","Medical","Single","Very High",2440,80,38,4,1677,3,2,1,"No","Research & Development",3,2,0,1,148
"703",703,"al-Bashara, Khaalid",1703,1974,"No",9,2,1,18,60,15,10901,"OK","Y",2,0,"Laboratory Technician",3,17,"Male","Travel_Rarely","Life Sciences","Divorced","High",2348,80,45,20,203,2,3,1,"No","Research & Development",9,3,1,8,194
"704",704,"Fischer, Conner",1704,1988,"No",20,1,3,12,67,2,21981,"Very Satisfied","Y",3,2,"Sales Representative",3,2,"Male","Travel_Frequently","Life Sciences","Married","High",2791,80,31,3,1134,4,1,1,"No","Sales",2,4,1,0,793
"705",705,"Nava, Saul",1705,1992,"No",3,1,2,15,79,1,25326,"Satisfied","Y",3,0,"Research Scientist",3,1,"Male","Non-Travel","Medical","Divorced","High",2566,80,27,1,220,2,4,1,"Yes","Research & Development",1,2,1,1,1450
"706",706,"Castaneda, Mina",1706,1985,"No",2,2,4,11,98,11,6163,"Very Satisfied","Y",3,4,"Healthcare Representative",4,14,"Female","Travel_Rarely","Technical Degree","Single","High",6687,80,34,14,1379,2,4,1,"No","Research & Development",11,3,0,1,404
"707",707,"Maes, Orlando",1707,1969,"Yes",3,1,3,14,86,2,3810,"Satisfied","Y",1,0,"Sales Representative",2,3,"Male","Travel_Rarely","Marketing","Married","High",2683,80,50,3,54,2,3,1,"Yes","Sales",2,2,0,1,869
